run_id,model,workflow,version,replicate,status,primary,R,P,F1,E,B,calls,known_output_tokens,missing_token_calls,unaccounted_infrastructure_attempts,report_path,report_sha256
a561a12e2075ee78__persistent__luna_medium__r008,luna_medium,persistent,expected,r008,completed,1,0.5555555555555555,0.9230769230769231,69.36416184971097,60.88888888888889,100.0,100,72298,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__luna_medium__r008/report.json,2945d5e109003568e6f773bf63c8a96b82fee6571476ce38e7b677731187dd78
a561a12e2075ee78__persistent__qwen_3_8_27b__r001,qwen_3_8_27b,persistent,expected,r001,completed,1,0.6666666666666666,1.0,80.0,61.333333333333336,,105,191652,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_masked_vllm_recommended/runs/a561a12e2075ee78__persistent__qwen_3_8_27b__r001/report.json,c1ebcc417f029d4d4800a430313ee30c7697d13d374862b09615e35801545a50
a561a12e2075ee78__persistent__sol_medium__r001,sol_medium,persistent,expected,r001,completed,1,0.6666666666666666,0.9849624060150376,79.51441578148709,62.22222222222223,100.0,107,187679,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r001/report.json,0c548905894d8381aea5ea0f5e98dcef04b7030b1c9c06324eb0ac5413bf3d0a
a561a12e2075ee78__persistent__sol_medium__r002,sol_medium,persistent,expected,r002,completed,1,0.6666666666666666,1.0,80.0,64.44444444444444,100.0,100,163178,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r002/report.json,d320de5753c05718bd1eef7e013af4ea669e5ba5b41357f3838dbde2b566063a
a561a12e2075ee78__persistent__sol_medium__r003,sol_medium,persistent,expected,r003,completed,1,0.6666666666666666,0.9391891891891891,77.98036465638148,62.22222222222223,,102,162187,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r003/report.json,28c700da1bec02bd580e76ab6e729b01a92570e246512eae8cd0a4ab16b01e92
a561a12e2075ee78__persistent__sol_medium__r004,sol_medium,persistent,expected,r004,completed,1,0.6666666666666666,0.9560439560439561,78.55530474040631,62.22222222222223,100.0,102,156737,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r004/report.json,d8a8af745fb23741092973042147a1baf61349a37a24a2472c2e8329e9dad2ee
a561a12e2075ee78__persistent__sol_medium__r005,sol_medium,persistent,expected,r005,completed,1,0.6666666666666666,0.9226519337016574,77.40440324449594,55.55555555555556,,100,169193,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r005/report.json,36cb3ff1ec3748b1428e4623c0cd3e5e57baeae07f1d4cb2cebf170ec34642c4
a561a12e2075ee78__persistent__sol_medium__r006,sol_medium,persistent,expected,r006,completed,1,0.6666666666666666,0.9512195121951219,78.39195979899496,63.11111111111111,83.33333333333333,102,171485,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r006/report.json,83f35abdfd1cba90c1fc2b8f4b0edcacda0febfd790865454ce369e5c8e793d7
a561a12e2075ee78__persistent__sol_medium__r007,sol_medium,persistent,expected,r007,completed,1,0.6666666666666666,1.0,80.0,62.22222222222223,100.0,104,174633,0,3,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r007/report.json,b98c8ecb189bbb73d6c357ee7e393043df0ca47801228fc98663c4df41f06916
a561a12e2075ee78__persistent__sol_medium__r008,sol_medium,persistent,expected,r008,completed,1,0.6666666666666666,0.9320987654320988,77.73487773487773,57.77777777777777,100.0,101,174262,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__sol_medium__r008/report.json,40be49157769fd4b46c1963c84f2427ed7b8d7b09089058dc60a890349bd383d
a561a12e2075ee78__persistent__terra_medium__r001,terra_medium,persistent,expected,r001,completed,1,0.6666666666666666,1.0,80.0,64.44444444444444,88.88888888888887,100,71300,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r001/report.json,db72287e9e44221e13a8cc86e32f2beb971cfa5697c543fd0376e70b73716bd3
a561a12e2075ee78__persistent__terra_medium__r002,terra_medium,persistent,expected,r002,completed,1,0.6666666666666666,0.9850746268656716,79.5180722891566,57.77777777777777,100.0,100,54295,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r002/report.json,6e7d276e77a58be4c15e7ef5cdcc1efafe797a1ddbe858b869b6fb2f652c8508
a561a12e2075ee78__persistent__terra_medium__r003,terra_medium,persistent,expected,r003,completed,1,0.6666666666666666,1.0,80.0,64.8888888888889,,101,45312,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r003/report.json,c4a76814b99850eae0910d3c75e39f8c63f72825d0e54f882fa704e3f9cb1a60
a561a12e2075ee78__persistent__terra_medium__r004,terra_medium,persistent,expected,r004,completed,1,0.6666666666666666,0.9833333333333333,79.46127946127945,59.55555555555556,,100,68153,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r004/report.json,a4ce4773b282daf2b059063e7438cce544043d36e2093ca6b259a4e83c4c06e2
a561a12e2075ee78__persistent__terra_medium__r005,terra_medium,persistent,expected,r005,completed,1,0.6666666666666666,0.9565217391304348,78.57142857142856,64.8888888888889,,102,74554,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r005/report.json,cf2ab2859bcfc155d93c48cca333460982228ff29514fff7e8eeed4c287d3cbc
a561a12e2075ee78__persistent__terra_medium__r006,terra_medium,persistent,expected,r006,completed,1,0.6666666666666666,0.98,79.35222672064778,64.8888888888889,100.0,101,68888,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r006/report.json,c8cc7f8be01a1d53c4fe652d5d92b3d5a26c02f011844dfc93e73ee451134437
a561a12e2075ee78__persistent__terra_medium__r007,terra_medium,persistent,expected,r007,completed,1,0.6666666666666666,1.0,80.0,63.11111111111111,,100,40273,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r007/report.json,cbce320a94c444f7e6b81dc8028092c8eb8173296513e9087c7e45fc480f7da2
a561a12e2075ee78__persistent__terra_medium__r008,terra_medium,persistent,expected,r008,completed,1,0.6666666666666666,0.9705882352941176,79.04191616766465,64.44444444444444,55.55555555555555,100,60459,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__persistent__terra_medium__r008/report.json,0a16024911523bc794be7ea0d030c0e1abf99beb29b5e2664299b564a7205f6b
a561a12e2075ee78__sequential__astra_medium__r001,astra_medium,sequential,expected,r001,completed,1,0.6666666666666666,0.9090909090909091,76.9230769230769,64.0,100.0,110,90552,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r001/report.json,9d04e0db34c1719af0c60dfaab78d48afa9f5a95067ab2ed1297695638c9a93b
a561a12e2075ee78__sequential__astra_medium__r002,astra_medium,sequential,expected,r002,completed,1,0.8333333333333334,0.9629629629629629,89.3470790378007,74.44444444444444,100.0,106,83307,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r002/report.json,493bad6e95222c85215f4fba600c8e9a9e6b2b247d59920abae150d240ecd1ec
a561a12e2075ee78__sequential__astra_medium__r003,astra_medium,sequential,expected,r003,completed,1,0.8333333333333334,0.9710144927536232,89.69210174029452,64.8888888888889,,111,87841,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r003/report.json,869afa351e4107525718b20c6b16c6b395abd74a28819f1f4bb0db1c1d952648
a561a12e2075ee78__sequential__astra_medium__r004,astra_medium,sequential,expected,r004,completed,1,0.6666666666666666,0.9736842105263158,79.14438502673796,63.55555555555556,100.0,109,84958,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r004/report.json,dde055dee338a2b080d76a328ee69fa6537f00e7b906c3228cb7901461ea4540
a561a12e2075ee78__sequential__astra_medium__r005,astra_medium,sequential,expected,r005,completed,1,0.8333333333333334,0.9041095890410958,86.72798948751642,70.66666666666667,100.0,104,84737,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r005/report.json,fd723ecae09f2d18e6ebea3cb228c9e0635734f5fa682634a825c76feae0e1ef
a561a12e2075ee78__sequential__astra_medium__r006,astra_medium,sequential,expected,r006,completed,1,0.6666666666666666,0.9759036144578314,79.21760391198043,64.44444444444444,,106,83718,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r006/report.json,c5a78d26b9b3fa62bd72c6d422a2203d47b32bd079a45b029ce53f80eaa552a6
a561a12e2075ee78__sequential__astra_medium__r007,astra_medium,sequential,expected,r007,completed,1,0.6666666666666666,0.9824561403508771,79.43262411347517,64.0,100.0,106,76192,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r007/report.json,92458a2a01ed42e48430f73ef3a981ba7420f548ef7fc360b946d52fff5c7cc7
a561a12e2075ee78__sequential__astra_medium__r008,astra_medium,sequential,expected,r008,completed,1,0.6666666666666666,0.9454545454545454,78.1954887218045,64.0,100.0,109,84189,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__astra_medium__r008/report.json,126b9ed752329b2a90e7e339e33bc344fec2bfedff6c7fb2b9bcf5740ee8cab7
a561a12e2075ee78__sequential__luna_medium__r001,luna_medium,sequential,expected,r001,failed,1,0.6666666666666666,0.9863013698630136,79.55801104972376,57.77777777777777,66.66666666666667,111,73836,12,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r001/report.json,8c20b9b4928448272969467d89d5b8e3e3bf816fd6ead6bb1b5715c5aac826a1
a561a12e2075ee78__sequential__luna_medium__r002,luna_medium,sequential,expected,r002,completed,1,0.2222222222222222,0.7066666666666667,33.81180223285486,57.77777777777777,41.666666666666664,113,70645,12,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r002/report.json,81cad97627fcc5c40beb9b58d263007a239631d9cc0b8f1855ce124820856f5b
a561a12e2075ee78__sequential__luna_medium__r003,luna_medium,sequential,expected,r003,completed,1,0.6666666666666666,0.8428571428571429,74.44794952681387,51.11111111111111,,101,67334,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r003/report.json,ce8fbc5e7367e0b8270a1b7edb383886b673a967e980f96f991a4798d84495ca
a561a12e2075ee78__sequential__luna_medium__r004,luna_medium,sequential,expected,r004,completed,0,0.3333333333333333,0.9333333333333333,49.122807017543856,52.44444444444444,83.33333333333333,101,69744,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r004/report.json,bf0679a52dc023b02e473140c00ac49aaf5207f2688697489b57c8965c3f5e0e
a561a12e2075ee78__sequential__luna_medium__r005,luna_medium,sequential,expected,r005,completed,0,0.4444444444444444,0.8867924528301887,59.21259842519685,43.11111111111111,100.0,101,75953,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r005/report.json,7269fdc8350dc39762547be716f7cc8666e53247a8e55df672a879ea9014c8bc
a561a12e2075ee78__sequential__luna_medium__r006,luna_medium,sequential,expected,r006,completed,1,0.5555555555555555,0.8314606741573034,66.60666066606659,57.77777777777777,,103,75304,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r006/report.json,396ca02169cde0ffbcf1fa81eebee4d37b31f7dfc7b09dd2165de022d89383b0
a561a12e2075ee78__sequential__luna_medium__r007,luna_medium,sequential,expected,r007,completed,1,0.6666666666666666,1.0,80.0,35.55555555555555,,100,65821,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r007/report.json,9356e24fa5c094cdc79b87a0f03e88fe40e9dee3c5776599e7734e74f2126dce
a561a12e2075ee78__sequential__luna_medium__r008,luna_medium,sequential,expected,r008,completed,1,0.5555555555555555,1.0,71.42857142857143,61.333333333333336,,101,70874,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__luna_medium__r008/report.json,493620149a18fc2f5305acf628f3c619e55cb223c2f236792a7f21d7fcf6d8e7
a561a12e2075ee78__sequential__qwen_3_8_27b__r001,qwen_3_8_27b,sequential,expected,r001,completed,1,0.3333333333333333,1.0,49.99999999999999,60.88888888888889,66.66666666666667,104,373135,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_masked_vllm_recommended/runs/a561a12e2075ee78__sequential__qwen_3_8_27b__r001/report.json,3737d64e90bfc938a2f6d08853a8dca2051ab5ebc041eea0ed8cb235157ac191
a561a12e2075ee78__sequential__sol_medium__r001,sol_medium,sequential,expected,r001,completed,1,0.6666666666666666,0.9776536312849162,79.27519818799544,61.333333333333336,77.77777777777779,101,157735,1,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r001/report.json,6dbd962bdfc1136b7bfbe88ad54032b0ae714185b1d734b6645334f7ef5679cc
a561a12e2075ee78__sequential__sol_medium__r002,sol_medium,sequential,expected,r002,completed,1,0.6666666666666666,0.8455284552845529,74.55197132616486,60.0,88.88888888888887,100,172669,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r002/report.json,8bd8bfcb4a61ccfc0f16e6bcf586f6f3a3398f2505893c6473065434d72c119b
a561a12e2075ee78__sequential__sol_medium__r003,sol_medium,sequential,expected,r003,completed,1,0.6666666666666666,0.9230769230769231,77.41935483870967,62.22222222222223,83.33333333333333,101,190090,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r003/report.json,60cad05b386b9cd09b33714dd52fb110dfa63f5a185c6b66b113be264f241539
a561a12e2075ee78__sequential__sol_medium__r004,sol_medium,sequential,expected,r004,completed,1,0.6666666666666666,0.9724137931034482,79.1023842917251,62.22222222222223,83.33333333333333,105,192239,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r004/report.json,53faf8c6d5f8e6d8878fdeb42393af8ef68154c8367b8472161c0b1765f2a66a
a561a12e2075ee78__sequential__sol_medium__r005,sol_medium,sequential,expected,r005,completed,1,0.6666666666666666,0.95,78.3505154639175,62.22222222222223,100.0,105,187674,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r005/report.json,d60b78083ef3fe9732cda0f6839b214dd540eabfa54a21d3261b68b64dd9bb9a
a561a12e2075ee78__sequential__sol_medium__r006,sol_medium,sequential,expected,r006,completed,1,0.6666666666666666,0.9593023255813954,78.66507747318235,57.77777777777777,,102,179466,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r006/report.json,de52932cbd2cc7c75448bedab79aaf3c62dc905dd24bd2e868f530f7d8b2c121
a561a12e2075ee78__sequential__sol_medium__r007,sol_medium,sequential,expected,r007,completed,1,0.6666666666666666,0.9375,77.92207792207792,63.55555555555556,88.88888888888887,103,174589,0,2,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__sol_medium__r007/report.json,3041cf6ff8afcbaf50789c9168c716e89981a7cb4fb55682c876d1a1c7f94de8
a561a12e2075ee78__sequential__terra_medium__r001,terra_medium,sequential,expected,r001,completed,1,0.6666666666666666,1.0,80.0,62.22222222222223,100.0,100,61356,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r001/report.json,6799c1eb4a33ce5d2b824f3d1d5642770205eb1b014b5fc7ec10421369cf3d70
a561a12e2075ee78__sequential__terra_medium__r002,terra_medium,sequential,expected,r002,completed,1,0.6666666666666666,1.0,80.0,64.44444444444444,,100,61397,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r002/report.json,bd9b3281e96f007af64dfb5d96eabcce53c348a42e9d17f61d5451463b5adbf6
a561a12e2075ee78__sequential__terra_medium__r003,terra_medium,sequential,expected,r003,failed,1,0.6666666666666666,0.90625,76.82119205298012,56.0,,103,69802,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r003/report.json,8c36567aa286a56579fe8cc9afe60ceadcd31b8770c2ec4ca06cc2c6c05506bf
a561a12e2075ee78__sequential__terra_medium__r004,terra_medium,sequential,expected,r004,completed,1,0.6666666666666666,1.0,80.0,64.8888888888889,100.0,101,70547,0,1,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r004/report.json,b4ce96c89c9c5e9f5db696f823e9a917b42cdbbd0bb6e970dd2608bb379ea77d
a561a12e2075ee78__sequential__terra_medium__r005,terra_medium,sequential,expected,r005,completed,1,0.6666666666666666,1.0,80.0,61.333333333333336,,100,57151,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r005/report.json,b29bd6db6080937a9dd6bb124531fa24bf3ab8a11d9a9aed669d2776e9241a6e
a561a12e2075ee78__sequential__terra_medium__r006,terra_medium,sequential,expected,r006,completed,1,0.6666666666666666,1.0,80.0,57.77777777777777,,100,66594,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r006/report.json,517b1d41d7e11b4fed3d881a0e3a56162d87c9baf86ae43e62a491da2468b270
a561a12e2075ee78__sequential__terra_medium__r007,terra_medium,sequential,expected,r007,completed,1,0.6666666666666666,1.0,80.0,64.8888888888889,,100,52807,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r007/report.json,60565cfbea0caea1ded433abab30dfd7856499133a57e07e6457affdb0367bee
a561a12e2075ee78__sequential__terra_medium__r008,terra_medium,sequential,expected,r008,completed,1,0.6666666666666666,1.0,80.0,56.0,66.66666666666667,101,71020,0,0,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__sequential__terra_medium__r008/report.json,a45b7d1057689f8c0d469f69b2eafe24a3ebde7a39f09e163672b0b833e6fad6
