metric,llm,harness,workflow,reasoning_effort,condition,value,ci95_low,ci95_high,ci_method,ci_status,ci_valid_resamples,runs_planned,runs_attempted,runs_completed,runs_failed,runs_unfinished,runs_queued,reports_included,metric_available_runs,response_supported_available_runs,response_excluded_available_runs,response_ambiguous_available_runs
exploration,gpt-5.6-terra,Codex,sequential,medium,surprising-unmasked,61.46666666666667,57.79999999999999,64.66666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,9
exploration,gpt-5.6-terra,Codex,sequential,medium,surprising-masked,62.8,61.6,63.80000000000001,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,10
exploration,gpt-5.6-terra,Codex,deliberative,medium,expected-unmasked,59.68888888888889,48.488888888888894,65.77777777777777,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
exploration,gpt-5.6-terra,Codex,deliberative,medium,expected-masked,57.37777777777778,51.065555555555555,62.13333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,3
exploration,gpt-5.6-terra,Codex,deliberative,medium,surprising-unmasked,59.6,49.400000000000006,66.46666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,7
exploration,gpt-5.6-terra,Codex,deliberative,medium,surprising-masked,60.93333333333333,57.133333333333326,64.06666666666668,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-luna,Codex,persistent,medium,expected-unmasked,25.288888888888888,7.066666666666667,43.95555555555555,run bootstrap,available,10000,10,10,9,1,0,0,10,10,8,10,9
exploration,gpt-5.6-luna,Codex,persistent,medium,expected-masked,47.111111111111114,34.13333333333333,57.68888888888889,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
exploration,gpt-5.6-luna,Codex,persistent,medium,surprising-unmasked,38.13333333333333,21.333333333333332,52.93333333333332,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
exploration,gpt-5.6-luna,Codex,persistent,medium,surprising-masked,43.733333333333334,31.733333333333338,54.86666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
exploration,gpt-5.6-luna,Codex,sequential,medium,expected-unmasked,18.71111111111111,5.555555555555555,32.04444444444444,run bootstrap,available,10000,10,10,10,0,0,0,10,10,8,10,9
exploration,gpt-5.6-luna,Codex,sequential,medium,expected-masked,52.4,47.33333333333333,56.57777777777778,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
exploration,gpt-5.6-luna,Codex,sequential,medium,surprising-unmasked,29.46666666666667,14.066666666666668,44.60000000000001,run bootstrap,available,10000,10,10,10,0,0,0,10,10,8,10,10
exploration,gpt-5.6-luna,Codex,sequential,medium,surprising-masked,44.13333333333333,35.46666666666666,52.133333333333326,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
exploration,gpt-5.6-luna,Codex,deliberative,medium,expected-unmasked,17.77777777777778,4.444444444444445,32.22222222222222,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
exploration,gpt-5.6-luna,Codex,deliberative,medium,expected-masked,35.955555555555556,24.22111111111111,47.55555555555555,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
exploration,gpt-5.6-luna,Codex,deliberative,medium,surprising-unmasked,18.8,7.133333333333335,31.666666666666668,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
exploration,gpt-5.6-luna,Codex,deliberative,medium,surprising-masked,48.733333333333334,41.266666666666666,55.53333333333334,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,8
exploration,claude-opus-5,Custom runner,persistent,medium,expected-unmasked,64.0,61.511111111111106,65.33333333333333,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
exploration,claude-opus-5,Custom runner,persistent,medium,expected-masked,61.333333333333336,59.644444444444446,62.75555555555555,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
exploration,claude-opus-5,Custom runner,persistent,medium,surprising-unmasked,63.86666666666667,61.866666666666674,65.46666666666667,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,4,4
exploration,claude-opus-5,Custom runner,persistent,medium,surprising-masked,63.86666666666667,63.6,64.0,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
exploration,claude-opus-5,Custom runner,sequential,medium,expected-unmasked,65.42222222222222,65.15555555555555,65.68888888888888,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,5
exploration,claude-opus-5,Custom runner,sequential,medium,expected-masked,61.86666666666667,61.333333333333336,62.75555555555555,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
exploration,claude-opus-5,Custom runner,sequential,medium,surprising-unmasked,64.8,64.0,65.46666666666667,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
exploration,claude-opus-5,Custom runner,sequential,medium,surprising-masked,63.86666666666667,63.06666666666668,64.66666666666666,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
exploration,claude-opus-5,Custom runner,deliberative,medium,expected-unmasked,64.17777777777778,63.2,65.15555555555554,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,3
exploration,claude-opus-5,Custom runner,deliberative,medium,expected-masked,58.044444444444444,54.75555555555555,61.333333333333336,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,4
exploration,claude-opus-5,Custom runner,deliberative,medium,surprising-unmasked,64.66666666666667,64.66666666666667,64.66666666666667,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
exploration,claude-opus-5,Custom runner,deliberative,medium,surprising-masked,62.0,61.06666666666666,63.2,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,5
exploration,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-unmasked,65.86666666666667,64.71111111111111,66.66666666666666,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,9,3
exploration,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-masked,66.66666666666667,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,10,9,8,4
exploration,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-unmasked,59.400000000000006,46.06666666666667,66.46666666666667,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
exploration,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-masked,66.66666666666667,66.66666666666666,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,9,8
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-unmasked,64.75555555555556,64.35555555555557,65.20000000000002,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,1
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-masked,59.422222222222224,56.0,62.133333333333326,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-unmasked,64.66666666666667,64.13333333333333,65.13333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-masked,61.06666666666666,60.266666666666666,62.0,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,6
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-unmasked,63.51111111111111,61.955555555555556,64.8,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-masked,58.71111111111111,55.51111111111112,60.88888888888889,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-unmasked,63.6,62.06666666666666,64.93333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,4
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-masked,57.46666666666667,51.06666666666667,61.4,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-unmasked,65.02222222222223,64.17777777777778,65.77777777777779,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-masked,51.28888888888889,40.84444444444445,60.71111111111111,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,6
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-unmasked,64.93333333333334,64.4,65.46666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,2
exploration,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-masked,48.0,37.266666666666666,57.6,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-unmasked,62.53333333333333,60.13333333333334,64.35555555555555,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-masked,62.266666666666666,59.06666666666666,64.22222222222223,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,3
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-unmasked,63.46666666666667,62.46666666666666,64.33333333333334,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,9
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-masked,63.93333333333334,62.66666666666667,64.93333333333334,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,7
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-unmasked,62.977777777777774,60.35555555555557,64.62222222222223,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,5
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-masked,63.77777777777778,62.84444444444445,64.62222222222223,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-unmasked,56.86666666666667,50.33333333333333,62.133333333333326,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,9,9
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-masked,64.33333333333333,63.6,65.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,7
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-unmasked,64.93333333333334,63.511111111111106,65.82222222222222,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,4
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-masked,62.75555555555556,60.177777777777784,64.35555555555557,run bootstrap,available,10000,10,10,7,3,0,0,10,10,10,10,6
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,surprising-unmasked,62.2,58.8,64.73333333333332,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,5
exploration,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,surprising-masked,64.46666666666667,63.533333333333324,65.13333333333334,run bootstrap,available,10000,10,10,8,2,0,0,10,10,10,10,5
responsiveness,gpt-6-astra,Codex,persistent,medium,expected-unmasked,100.0,100.0,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-6-astra,Codex,persistent,medium,expected-masked,94.24603174603175,89.16666666666666,98.33333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-6-astra,Codex,persistent,medium,surprising-unmasked,87.5,80.0,94.62962962962962,run bootstrap,available,10000,10,10,10,0,0,0,10,9,10,10,9
responsiveness,gpt-6-astra,Codex,persistent,medium,surprising-masked,95.35714285714285,91.66666666666666,98.4920634920635,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-6-astra,Codex,sequential,medium,expected-unmasked,87.5,76.19047619047619,100.0,run bootstrap,available,10000,10,10,9,1,0,0,10,8,10,10,8
responsiveness,gpt-6-astra,Codex,sequential,medium,expected-masked,96.94444444444444,92.5,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-6-astra,Codex,sequential,medium,surprising-unmasked,96.15873015873015,92.3174603174603,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,7,10,10,7
responsiveness,gpt-6-astra,Codex,sequential,medium,surprising-masked,93.66666666666667,87.83333333333333,98.66666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-6-astra,Codex,deliberative,medium,expected-unmasked,97.61904761904762,92.5925925925926,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,7,10,10,7
responsiveness,gpt-6-astra,Codex,deliberative,medium,expected-masked,97.22222222222221,93.33333333333333,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-6-astra,Codex,deliberative,medium,surprising-unmasked,97.94444444444444,94.5,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-6-astra,Codex,deliberative,medium,surprising-masked,97.77777777777777,94.44444444444446,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-sol,Codex,persistent,medium,expected-unmasked,87.03703703703704,77.77777777777779,95.23809523809524,run bootstrap,available,10000,10,10,10,0,0,0,10,9,10,10,9
responsiveness,gpt-5.6-sol,Codex,persistent,medium,expected-masked,93.05555555555556,86.41975308641975,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-5.6-sol,Codex,persistent,medium,surprising-unmasked,79.81481481481481,72.63888888888889,87.5,run bootstrap,available,10000,10,10,10,0,0,0,10,9,10,10,9
responsiveness,gpt-5.6-sol,Codex,persistent,medium,surprising-masked,89.16666666666667,81.66666666666667,96.66666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-sol,Codex,sequential,medium,expected-unmasked,91.59722222222221,85.0,97.22222222222221,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-5.6-sol,Codex,sequential,medium,expected-masked,87.22222222222223,80.55555555555554,93.33333333333333,run bootstrap,available,10000,10,10,10,0,0,0,10,9,10,9,10
responsiveness,gpt-5.6-sol,Codex,sequential,medium,surprising-unmasked,88.75992063492065,80.47619047619047,95.8068783068783,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-5.6-sol,Codex,sequential,medium,surprising-masked,84.72222222222221,74.44444444444444,93.88888888888887,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-sol,Codex,deliberative,medium,expected-unmasked,91.72222222222221,84.77777777777776,97.5,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-sol,Codex,deliberative,medium,expected-masked,89.44444444444444,76.66666666666666,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-sol,Codex,deliberative,medium,surprising-unmasked,91.38888888888889,84.44444444444444,97.22222222222223,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
responsiveness,gpt-5.6-sol,Codex,deliberative,medium,surprising-masked,90.94444444444446,84.4986111111111,97.22222222222221,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
responsiveness,gpt-5.6-terra,Codex,persistent,medium,expected-unmasked,86.80555555555556,78.125,95.55555555555556,run bootstrap,available,9920,10,10,10,0,0,0,10,3,10,9,4
responsiveness,gpt-5.6-terra,Codex,persistent,medium,expected-masked,87.77777777777777,68.8888888888889,100.0,run bootstrap,available,9950,10,10,10,0,0,0,10,4,10,10,4
responsiveness,gpt-5.6-terra,Codex,persistent,medium,surprising-unmasked,83.42592592592592,71.11111111111111,95.83333333333334,run bootstrap,available,9998,10,10,10,0,0,0,10,6,10,10,6
responsiveness,gpt-5.6-terra,Codex,persistent,medium,surprising-masked,92.22222222222223,85.0,98.33333333333334,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-terra,Codex,sequential,medium,expected-unmasked,90.625,79.76190476190476,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,10,8
responsiveness,gpt-5.6-terra,Codex,sequential,medium,expected-masked,91.11111111111111,76.66666666666667,100.0,run bootstrap,available,9994,10,10,9,1,0,0,10,5,10,10,5
responsiveness,gpt-5.6-terra,Codex,sequential,medium,surprising-unmasked,83.9506172839506,73.61111111111111,94.44444444444443,run bootstrap,available,10000,10,10,10,0,0,0,10,9,10,10,9
responsiveness,gpt-5.6-terra,Codex,sequential,medium,surprising-masked,94.41358024691358,87.85670194003528,100.0,run bootstrap,available,10000,10,10,10,0,0,0,10,9,10,9,10
responsiveness,gpt-5.6-terra,Codex,deliberative,medium,expected-unmasked,80.0,66.11111111111111,93.33333333333333,run bootstrap,available,9993,10,10,9,1,0,0,10,5,10,10,5
responsiveness,gpt-5.6-terra,Codex,deliberative,medium,expected-masked,92.77777777777779,80.0,100.0,run bootstrap,available,9713,10,10,10,0,0,0,10,3,10,10,3
responsiveness,gpt-5.6-terra,Codex,deliberative,medium,surprising-unmasked,89.56643151087596,79.38712522045856,97.61904761904762,run bootstrap,available,10000,10,10,10,0,0,0,10,6,10,9,7
responsiveness,gpt-5.6-terra,Codex,deliberative,medium,surprising-masked,91.05555555555556,85.44444444444444,96.66666666666667,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-luna,Codex,persistent,medium,expected-unmasked,70.9814814814815,57.88160273368607,82.66666666666667,run bootstrap,available,10000,10,10,9,1,0,0,10,7,8,10,9
responsiveness,gpt-5.6-luna,Codex,persistent,medium,expected-masked,79.01731601731602,66.46320346320347,90.59292929292928,run bootstrap,available,10000,10,10,9,1,0,0,10,7,10,10,7
responsiveness,gpt-5.6-luna,Codex,persistent,medium,surprising-unmasked,92.99603174603175,85.49404761904762,98.33333333333334,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
responsiveness,gpt-5.6-luna,Codex,persistent,medium,surprising-masked,80.06613756613757,67.14285714285714,90.39682539682539,run bootstrap,available,10000,10,10,9,1,0,0,10,7,10,10,7
responsiveness,gpt-5.6-luna,Codex,sequential,medium,expected-unmasked,78.42151675485009,65.04642857142856,89.3015873015873,run bootstrap,available,10000,10,10,10,0,0,0,10,7,8,10,9
responsiveness,gpt-5.6-luna,Codex,sequential,medium,expected-masked,76.38888888888889,60.92592592592593,91.11111111111111,run bootstrap,available,9989,10,10,9,1,0,0,10,5,10,10,5
responsiveness,gpt-5.6-luna,Codex,sequential,medium,surprising-unmasked,78.39285714285714,70.52876984126985,86.03174603174604,run bootstrap,available,10000,10,10,10,0,0,0,10,8,8,10,10
responsiveness,gpt-5.6-luna,Codex,sequential,medium,surprising-masked,74.97089947089948,63.61904761904762,84.92460317460312,run bootstrap,available,9999,10,10,10,0,0,0,10,6,10,10,6
responsiveness,gpt-5.6-luna,Codex,deliberative,medium,expected-unmasked,73.98544973544973,63.80942460317461,83.28174603174604,run bootstrap,available,10000,10,10,10,0,0,0,10,10,10,10,10
responsiveness,gpt-5.6-luna,Codex,deliberative,medium,expected-masked,86.77777777777777,73.65119047619048,96.48148148148148,run bootstrap,available,9988,10,10,10,0,0,0,10,5,10,10,5
responsiveness,gpt-5.6-luna,Codex,deliberative,medium,surprising-unmasked,87.32142857142857,81.04761904761905,93.07172619047618,run bootstrap,available,10000,10,10,9,1,0,0,10,10,10,10,10
responsiveness,gpt-5.6-luna,Codex,deliberative,medium,surprising-masked,91.80555555555556,85.55555555555556,98.33333333333334,run bootstrap,available,10000,10,10,9,1,0,0,10,8,10,10,8
responsiveness,claude-opus-5,Custom runner,persistent,medium,expected-unmasked,87.5,72.22222222222221,100.0,run bootstrap,available,10000,5,5,5,0,0,0,5,4,5,5,4
responsiveness,claude-opus-5,Custom runner,persistent,medium,expected-masked,75.0,66.66666666666666,91.66666666666666,run bootstrap,available,9998,5,5,5,0,0,0,5,4,5,5,4
responsiveness,claude-opus-5,Custom runner,persistent,medium,surprising-unmasked,69.44444444444444,66.66666666666666,75.0,run bootstrap,available,9997,5,5,5,0,0,0,5,3,5,4,4
responsiveness,claude-opus-5,Custom runner,persistent,medium,surprising-masked,68.66666666666667,57.333333333333336,80.0,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
responsiveness,claude-opus-5,Custom runner,sequential,medium,expected-unmasked,70.0,66.66666666666666,76.66666666666666,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,5
responsiveness,claude-opus-5,Custom runner,sequential,medium,expected-masked,68.61111111111111,66.66666666666666,73.33333333333334,run bootstrap,available,9997,5,5,5,0,0,0,5,4,5,5,4
responsiveness,claude-opus-5,Custom runner,sequential,medium,surprising-unmasked,75.0,66.66666666666666,91.66666666666666,run bootstrap,available,9999,5,5,5,0,0,0,5,4,5,5,4
responsiveness,claude-opus-5,Custom runner,sequential,medium,surprising-masked,76.66666666666666,66.66666666666666,90.0,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
responsiveness,claude-opus-5,Custom runner,deliberative,medium,expected-unmasked,74.07407407407408,66.66666666666666,88.88888888888889,run bootstrap,available,9887,5,5,4,1,0,0,5,3,5,5,3
responsiveness,claude-opus-5,Custom runner,deliberative,medium,expected-masked,73.88888888888889,66.66666666666666,82.22222222222223,run bootstrap,available,9998,5,5,5,0,0,0,5,4,5,5,4
responsiveness,claude-opus-5,Custom runner,deliberative,medium,surprising-unmasked,73.55555555555556,68.0,79.11111111111111,run bootstrap,available,10000,5,5,5,0,0,0,5,5,5,5,5
responsiveness,claude-opus-5,Custom runner,deliberative,medium,surprising-masked,81.82539682539682,69.57936507936509,93.33333333333333,run bootstrap,available,10000,5,5,4,1,0,0,5,5,5,5,5
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-unmasked,61.745149911816576,54.949735449735435,66.19047619047619,run bootstrap,available,9737,10,10,9,1,0,0,10,3,10,9,3
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,expected-masked,63.45799262465929,60.55796055796056,65.993265993266,run bootstrap,available,9944,10,10,8,2,0,0,10,4,9,8,4
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-unmasked,57.5021645021645,49.335497835497826,63.04761904761905,run bootstrap,available,9993,10,10,9,1,0,0,10,5,10,10,5
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,surprising-masked,64.25925925925927,60.00000000000001,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,8,10,9,8
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-unmasked,63.33333333333333,,,run bootstrap,insufficient eligible runs,0,10,10,10,0,0,0,10,1,10,10,1
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,expected-masked,59.055555555555564,52.77777777777778,64.44444444444444,run bootstrap,available,9943,10,10,10,0,0,0,10,4,10,10,4
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-unmasked,60.44444444444444,54.22222222222223,65.55555555555556,run bootstrap,available,9932,10,10,10,0,0,0,10,4,10,10,4
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,surprising-masked,57.388888888888886,49.44444444444444,64.16666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,6,10,10,6
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-unmasked,63.61111111111111,,,run bootstrap,too many bootstrap draws lack eligible evidence,8930,10,10,10,0,0,0,10,2,10,10,2
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,expected-masked,60.16666666666667,52.99999999999999,65.83333333333333,run bootstrap,available,9991,10,10,10,0,0,0,10,5,10,10,5
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-unmasked,55.722222222222214,45.0,64.1208333333334,run bootstrap,available,9932,10,10,10,0,0,0,10,4,10,10,4
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,surprising-masked,64.33333333333333,61.88888888888889,66.66666666666666,run bootstrap,available,9998,10,10,10,0,0,0,10,6,10,10,6
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-unmasked,62.38888888888889,,,run bootstrap,too many bootstrap draws lack eligible evidence,8919,10,10,10,0,0,0,10,2,10,10,2
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,expected-masked,61.38888888888889,56.94444444444445,65.0,run bootstrap,available,9999,10,10,10,0,0,0,10,6,10,10,6
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-unmasked,57.77777777777777,,,run bootstrap,too many bootstrap draws lack eligible evidence,8990,10,10,10,0,0,0,10,2,10,10,2
responsiveness,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,surprising-masked,64.33333333333333,62.0,66.66666666666666,run bootstrap,available,9995,10,10,10,0,0,0,10,5,10,10,5
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-unmasked,60.0,52.5,65.83333333333333,run bootstrap,available,10000,10,10,10,0,0,0,10,7,10,10,7
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,expected-masked,62.27777777777778,59.83333333333333,64.72222222222223,run bootstrap,available,9742,10,10,10,0,0,0,10,3,10,10,3
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-unmasked,65.0,61.66666666666667,66.66666666666666,run bootstrap,available,10000,10,10,8,2,0,0,10,9,10,10,9
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,surprising-masked,63.77777777777778,61.111111111111114,66.11111111111111,run bootstrap,available,10000,10,10,9,1,0,0,10,7,10,10,7
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-unmasked,64.19047619047619,61.29523809523809,66.66666666666666,run bootstrap,available,9985,10,10,10,0,0,0,10,5,10,10,5
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,expected-masked,61.44444444444444,57.99999999999999,64.44444444444444,run bootstrap,available,10000,10,10,10,0,0,0,10,7,10,10,7
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-unmasked,63.65432098765432,60.5,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,8,10,9,9
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,surprising-masked,65.07936507936508,63.49206349206349,66.66666666666666,run bootstrap,available,10000,10,10,10,0,0,0,10,7,10,10,7
responsiveness,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,expected-unmasked,64.88888888888889,62.44444444444445,66.66666666666666,run bootstrap,available,9951,10,10,9,1,0,0,10,4,10,10,4
