llm,harness,workflow,view,version,run_id,status,input_tokens,cached_input_tokens,output_tokens,gpu_hours,gpu_kwh,estimated_cost_usd,reported_missing_token_calls,unaccounted_infrastructure_attempts,cost_basis
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r006,failed,5772396,545280,159536,,,12.47772,5,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r007,completed,5097826,553216,143693,,,10.9241792,6,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r008,completed,5474750,607232,160400,,,11.7812824,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r009,completed,5455744,535808,159953,,,11.8664696,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__terra_medium__r010,completed,5469913,530432,160371,,,11.9095004,0,1,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r001,completed,5067034,534016,176852,,,11.2950632,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r002,completed,5314835,535808,151209,,,11.4797236,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r003,completed,5602965,563968,157940,,,12.0860676,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r004,completed,5086026,537600,167246,,,11.211324,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r005,completed,5400986,530176,156446,,,11.725007199999999,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r006,completed,5233724,537600,150928,,,11.310904,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r007,completed,5216764,534016,154160,,,11.3222192,3,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r008,completed,5955189,557312,175082,,,13.0082004,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r009,completed,6184848,535808,148517,,,13.1874456,0,0,Standard API
gpt-5.6-terra,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__terra_medium__r010,completed,5619978,599296,165508,,,12.1473192,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r001,failed,4748557,0,71174,,,1.0351202000000002,9,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r002,completed,4945061,0,71422,,,1.0747186000000002,0,1,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r003,completed,5322253,0,70195,,,1.1486846000000002,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r004,completed,4952931,42752,70217,,,1.06715124,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r005,completed,4923254,0,79860,,,1.0804828,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r006,completed,5106144,0,73433,,,1.1093484000000002,0,2,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r007,completed,4796493,0,73004,,,1.0469034000000002,0,2,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r008,completed,5192705,0,72298,,,1.1252986,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r009,completed,4752387,0,74323,,,1.039665,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,expected,a561a12e2075ee78__persistent__luna_medium__r010,completed,4823567,0,68438,,,1.046839,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r001,completed,4965601,0,71245,,,1.0786142,11,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r002,completed,5077207,0,71536,,,1.1012846,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r003,completed,4694938,0,68104,,,1.0207124,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r004,failed,5670278,0,69877,,,1.217908,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r005,completed,4716826,0,72119,,,1.029908,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r006,completed,5101041,0,77565,,,1.1132862000000001,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r007,completed,5010604,0,73917,,,1.0908212,0,2,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r008,completed,4864065,0,76930,,,1.065129,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r009,completed,4708377,0,63537,,,1.0179198,0,0,Standard API
gpt-5.6-luna,Codex,persistent,masked,surprising,1a87643398283251__persistent__luna_medium__r010,completed,4808908,0,72658,,,1.0489712000000002,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r001,completed,4933865,0,93358,,,1.0988026000000002,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r002,completed,5342682,0,82322,,,1.1673228,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r003,completed,4990268,0,90751,,,1.1069548,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r004,completed,5104099,0,89844,,,1.1286326,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r005,failed,5397411,148736,95688,,,1.16753532,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r006,completed,4789796,45824,82557,,,1.04877928,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r007,completed,5151982,49920,86947,,,1.1257472,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r008,completed,4899838,72448,83395,,,1.0670009599999999,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r009,completed,4841039,0,76097,,,1.0595242,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__luna_medium__r010,completed,4927231,0,90861,,,1.0944794000000002,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r001,completed,4939612,0,93826,,,1.1005136000000002,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r002,completed,5457753,0,80773,,,1.1884782000000003,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r003,completed,5297658,0,74381,,,1.1487888,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r004,completed,4902436,0,93717,,,1.0929476,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r005,completed,5301210,0,85058,,,1.1623116,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r006,failed,5240982,0,82439,,,1.1471232,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r007,completed,4898415,0,89965,,,1.087641,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r008,completed,5058194,0,91880,,,1.1218948,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r009,completed,5124065,0,90711,,,1.1336662,0,0,Standard API
gpt-5.6-luna,Codex,persistent,unmasked,surprising,997d9404f1e89442__persistent__luna_medium__r010,completed,4873753,0,96079,,,1.0900454000000002,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r001,failed,2161984,0,73836,,,0.521,12,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r002,completed,2352463,0,70645,,,0.5552666,12,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r003,completed,2268625,34048,67334,,,0.52839716,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r004,completed,2486031,28416,69744,,,0.57578412,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r005,completed,2375488,0,75953,,,0.5662412000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r006,completed,2765816,0,75304,,,0.6435280000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r007,completed,2136570,0,65821,,,0.5062992000000001,0,2,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r008,completed,2401282,0,70874,,,0.5653052000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r009,completed,2525123,0,77773,,,0.5983522000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,expected,a561a12e2075ee78__sequential__luna_medium__r010,completed,2359175,0,68859,,,0.5544658,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r001,completed,2291091,0,67555,,,0.5392842,10,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r002,completed,2272910,0,68333,,,0.5365816,1,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r003,completed,2425025,35584,65104,,,0.5567246800000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r004,completed,2385714,0,71331,,,0.56274,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r005,completed,2403688,0,73904,,,0.5694224,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r006,completed,2626087,0,79091,,,0.6201266,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r007,completed,2119681,29440,73544,,,0.5068898,0,2,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r008,completed,2717510,0,70748,,,0.6283996,0,0,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r009,completed,2439239,0,79146,,,0.582823,0,1,Standard API
gpt-5.6-luna,Codex,sequential,masked,surprising,1a87643398283251__sequential__luna_medium__r010,completed,2304180,0,68565,,,0.543114,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r001,completed,2759190,0,91224,,,0.6613068000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r002,completed,2879301,0,86769,,,0.6799830000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r003,completed,2925813,0,81913,,,0.6834581999999999,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r004,completed,2731518,37632,88502,,,0.6457322400000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r005,completed,3407069,0,98648,,,0.7997914,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r006,completed,2487483,0,81718,,,0.5955582,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r007,completed,3470323,0,105360,,,0.8204966000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r008,completed,2879816,45824,88018,,,0.67333648,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r009,completed,2650487,0,82084,,,0.6285982000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__luna_medium__r010,completed,2823225,0,85104,,,0.6667698000000001,0,1,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r001,completed,2275329,0,73339,,,0.5430726000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r002,completed,2707519,0,82676,,,0.640715,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r003,completed,3143659,0,97767,,,0.7460522,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r004,completed,2771223,72192,102103,,,0.66377364,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r005,completed,2792699,0,82617,,,0.6576802,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r006,completed,2856589,0,95854,,,0.6863426000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r007,completed,3170920,0,97341,,,0.7509931999999999,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r008,completed,3145523,29440,94798,,,0.737563,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r009,completed,3081900,0,93454,,,0.7285248000000001,0,0,Standard API
gpt-5.6-luna,Codex,sequential,unmasked,surprising,997d9404f1e89442__sequential__luna_medium__r010,completed,2911581,0,91482,,,0.6920946000000001,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r001,completed,6612913,0,214308,,,1.5797522000000002,8,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r002,completed,5969556,27392,222238,,,1.4556662400000002,6,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r003,completed,6858891,0,245394,,,1.6662510000000001,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r004,completed,7319203,58624,234374,,,1.7345370800000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r005,completed,7031169,0,217769,,,1.6675566000000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r006,completed,6328697,0,216249,,,1.5252382000000002,0,2,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r007,completed,6566404,13056,218060,,,1.5726027200000001,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r008,completed,7209770,9984,224245,,,1.7092508800000001,0,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r009,completed,7352477,0,217493,,,1.731487,0,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,expected,a561a12e2075ee78__deliberative__luna_medium__r010,completed,6512274,153088,210481,,,1.5274761600000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r001,completed,7617967,0,219485,,,1.7869754000000002,8,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r002,failed,6258623,79104,238601,,,1.52380708,0,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r003,completed,6677663,43520,228640,,,1.602067,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r004,completed,6521548,13056,233519,,,1.5821823200000003,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r005,completed,6394184,0,230578,,,1.5555303999999999,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r006,completed,6966490,0,217830,,,1.654694,0,2,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r007,completed,7657712,22272,204715,,,1.77319144,0,2,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r008,completed,6536858,13056,231444,,,1.5827543200000003,0,1,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r009,completed,6858502,16128,228205,,,1.64264336,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,masked,surprising,1a87643398283251__deliberative__luna_medium__r010,completed,7854800,115968,225812,,,1.82106016,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r001,completed,6556403,0,244620,,,1.6048246000000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r002,completed,7752556,0,252150,,,1.8530912000000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r003,completed,7230877,58880,249750,,,1.7352770000000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r004,completed,6858168,62720,235883,,,1.6434036,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r005,completed,7401112,0,243562,,,1.7724968,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r006,completed,7800947,79104,248525,,,1.8441806800000002,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r007,completed,7629652,19200,258328,,,1.832468,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r008,completed,6827103,163072,244511,,,1.62948084,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r009,completed,7660529,0,260638,,,1.8448714,0,2,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,expected,0dfe6f786ad7dd9d__deliberative__luna_medium__r010,completed,6699429,0,254662,,,1.6454802,0,1,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r001,completed,6756516,0,259898,,,1.6631808000000003,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r002,completed,8328603,0,250662,,,1.966515,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r003,completed,7073728,0,248757,,,1.713254,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r004,completed,7786182,70144,252870,,,1.84805448,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r005,completed,7046682,0,265536,,,1.7279796,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r006,completed,7599947,34304,238462,,,1.79996908,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r007,completed,8239493,41728,262642,,,1.95555796,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r008,failed,7769967,84992,273683,,,1.86711444,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r009,completed,7462261,22016,283209,,,1.82834012,0,0,Standard API
gpt-5.6-luna,Codex,deliberative,unmasked,surprising,997d9404f1e89442__deliberative__luna_medium__r010,completed,7378287,44544,253693,,,1.7720710800000001,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,expected,a561a12e2075ee78__persistent__claude_opus5_medium__r001,completed,7459672,0,318596,,,45.26326,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,expected,a561a12e2075ee78__persistent__claude_opus5_medium__r002,completed,7597540,0,309638,,,45.72865,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,expected,a561a12e2075ee78__persistent__claude_opus5_medium__r003,completed,7623804,0,311086,,,45.89617,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,expected,a561a12e2075ee78__persistent__claude_opus5_medium__r004,completed,7993012,0,328532,,,48.17836,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,expected,a561a12e2075ee78__persistent__claude_opus5_medium__r005,completed,7714825,0,311470,,,46.360875,1,0,Standard API
claude-opus-5,Custom runner,persistent,masked,surprising,1a87643398283251__persistent__claude_opus5_medium__r001,completed,7067872,0,291237,,,42.620285,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,surprising,1a87643398283251__persistent__claude_opus5_medium__r002,completed,7467224,0,309439,,,45.072095,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,surprising,1a87643398283251__persistent__claude_opus5_medium__r003,completed,7519806,0,310290,,,45.35628,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,surprising,1a87643398283251__persistent__claude_opus5_medium__r004,completed,8007923,0,326964,,,48.213715,0,0,Standard API
claude-opus-5,Custom runner,persistent,masked,surprising,1a87643398283251__persistent__claude_opus5_medium__r005,completed,7687799,0,315973,,,46.33832,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__claude_opus5_medium__r001,completed,8238792,0,350458,,,49.95541,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__claude_opus5_medium__r002,completed,7585076,0,316585,,,45.840005,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__claude_opus5_medium__r003,completed,7665789,0,332057,,,46.63037,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__claude_opus5_medium__r004,completed,7652603,0,338922,,,46.736065,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,expected,0dfe6f786ad7dd9d__persistent__claude_opus5_medium__r005,completed,7512555,0,325703,,,45.70535,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,surprising,997d9404f1e89442__persistent__claude_opus5_medium__r001,completed,7636018,0,325854,,,46.32644,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,surprising,997d9404f1e89442__persistent__claude_opus5_medium__r002,completed,7780661,0,324425,,,47.01393,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,surprising,997d9404f1e89442__persistent__claude_opus5_medium__r003,completed,7497887,0,359991,,,46.48921,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,surprising,997d9404f1e89442__persistent__claude_opus5_medium__r004,completed,7690652,0,313428,,,46.28896,0,0,Standard API
claude-opus-5,Custom runner,persistent,unmasked,surprising,997d9404f1e89442__persistent__claude_opus5_medium__r005,completed,7693709,0,324579,,,46.58302,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,expected,a561a12e2075ee78__sequential__claude_opus5_medium__r001,completed,7112582,0,345509,,,44.200635,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,expected,a561a12e2075ee78__sequential__claude_opus5_medium__r002,completed,6337894,0,309849,,,39.435695,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,expected,a561a12e2075ee78__sequential__claude_opus5_medium__r003,completed,5560259,0,266453,,,34.46262,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,expected,a561a12e2075ee78__sequential__claude_opus5_medium__r004,completed,5971140,0,282726,,,36.92385,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,expected,a561a12e2075ee78__sequential__claude_opus5_medium__r005,completed,5567297,0,280347,,,34.84516,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,surprising,1a87643398283251__sequential__claude_opus5_medium__r001,completed,6061134,0,310602,,,38.07072,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,surprising,1a87643398283251__sequential__claude_opus5_medium__r002,completed,4930098,0,258226,,,31.10614,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,surprising,1a87643398283251__sequential__claude_opus5_medium__r003,completed,5649373,0,306846,,,35.918015,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,surprising,1a87643398283251__sequential__claude_opus5_medium__r004,completed,6404789,0,308295,,,39.73132,0,0,Standard API
claude-opus-5,Custom runner,sequential,masked,surprising,1a87643398283251__sequential__claude_opus5_medium__r005,completed,5312527,0,279417,,,33.54806,0,0,Standard API
claude-opus-5,Custom runner,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__claude_opus5_medium__r001,failed,5856374,0,320520,,,37.29487,0,0,Standard API
claude-opus-5,Custom runner,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__claude_opus5_medium__r002,completed,5784884,0,309733,,,36.667745,0,0,Standard API
claude-opus-5,Custom runner,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__claude_opus5_medium__r003,completed,6234600,0,320205,,,39.178125,0,0,Standard API
claude-opus-5,Custom runner,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__claude_opus5_medium__r004,completed,6545426,0,334186,,,41.08178,0,0,Standard API
claude-opus-5,Custom runner,sequential,unmasked,expected,0dfe6f786ad7dd9d__sequential__claude_opus5_medium__r005,completed,6295518,0,311321,,,39.260615,0,0,Standard API
